ID,scheme,BER,state,total_frames,retransmission,time(ms),efficiency,throughput
3176,HARQ,0.005,1,50,0,2.3094,0.8,692.821
3177,HARQ,0.005,1,50,1,2.3806,0.784314,672.099
3178,HARQ,0.005,1,50,0,2.374,0.8,673.968
3179,HARQ,0.005,1,50,0,2.2609,0.8,707.683
3180,HARQ,0.005,1,50,1,2.3156,0.784314,690.966
3181,HARQ,0.005,1,50,0,2.2886,0.8,699.117
3182,HARQ,0.005,1,50,0,2.3408,0.8,683.527
3183,HARQ,0.005,1,50,0,2.3511,0.8,680.533
3184,HARQ,0.005,1,50,0,2.4316,0.8,658.003
3185,HARQ,0.005,1,50,1,2.3081,0.784314,693.211
3186,HARQ,0.005,1,50,0,2.4247,0.8,659.875
3187,HARQ,0.005,1,50,0,2.3686,0.8,675.505
3188,HARQ,0.005,1,50,0,2.3844,0.8,671.028
3189,HARQ,0.005,1,50,0,2.2657,0.8,706.184
3190,HARQ,0.005,1,50,1,2.5526,0.784314,626.812
3191,HARQ,0.005,1,50,0,2.5562,0.8,625.929
3192,HARQ,0.005,1,50,0,2.3846,0.8,670.972
3193,HARQ,0.005,1,50,2,2.471,0.769231,647.511
3194,HARQ,0.005,1,50,1,2.4538,0.784314,652.05
3195,HARQ,0.005,1,50,0,2.2792,0.8,702.001
3196,HARQ,0.005,1,50,0,2.6623,0.8,600.984
3197,HARQ,0.005,1,50,0,2.3162,0.8,690.787
3198,HARQ,0.005,1,50,0,2.3821,0.8,671.676
3199,HARQ,0.005,1,50,0,2.2799,0.8,701.785
3200,HARQ,0.005,1,50,0,2.3191,0.8,689.923
3201,HARQ,0.005,1,50,0,2.2935,0.8,697.624
3202,HARQ,0.005,1,50,1,2.3762,0.784314,673.344
3203,HARQ,0.005,1,50,1,2.3379,0.784314,684.375
3204,HARQ,0.005,1,50,0,2.3049,0.8,694.173
3205,HARQ,0.005,1,50,0,2.3656,0.8,676.361
3206,HARQ,0.005,1,50,1,2.4469,0.784314,653.889
3207,HARQ,0.005,1,50,1,2.3559,0.784314,679.146
3208,HARQ,0.005,1,50,0,2.3249,0.8,688.202
3209,HARQ,0.005,1,50,1,2.3771,0.784314,673.089
3210,HARQ,0.005,1,50,0,2.3038,0.8,694.505
3211,HARQ,0.005,1,50,1,2.3503,0.784314,680.764
3212,HARQ,0.005,1,50,0,2.3344,0.8,685.401
3213,HARQ,0.005,1,50,0,2.2735,0.8,703.761
3214,HARQ,0.005,1,50,0,2.3742,0.8,673.911
3215,HARQ,0.005,1,50,1,2.8228,0.784314,566.813
3216,HARQ,0.005,1,50,0,2.3314,0.8,686.283
3217,HARQ,0.005,1,50,0,2.2966,0.8,696.682
3218,HARQ,0.005,1,50,0,2.4958,0.8,641.077
3219,HARQ,0.005,1,50,0,2.3793,0.8,672.467
3220,HARQ,0.005,1,50,0,2.3609,0.8,677.708
3221,HARQ,0.005,1,50,3,2.5618,0.754717,624.561
3222,HARQ,0.005,1,50,1,2.519,0.784314,635.173
3223,HARQ,0.005,1,50,1,2.3316,0.784314,686.224
3224,HARQ,0.005,1,50,0,2.3165,0.8,690.697
3225,HARQ,0.005,1,50,1,2.3377,0.784314,684.433
3226,HARQ,0.005,1,50,0,2.31,0.8,692.641
3227,HARQ,0.005,1,50,0,2.2846,0.8,700.341
3228,HARQ,0.005,1,50,0,2.2965,0.8,696.712
3229,HARQ,0.005,1,50,0,2.2771,0.8,702.648
3230,HARQ,0.005,1,50,0,2.3468,0.8,681.779
3231,HARQ,0.005,1,50,0,2.2864,0.8,699.79
3232,HARQ,0.005,1,50,0,2.3385,0.8,684.199
3233,HARQ,0.005,1,50,0,2.3022,0.8,694.987
3234,HARQ,0.005,1,50,0,2.5763,0.8,621.046
3235,HARQ,0.005,1,50,0,2.3201,0.8,689.625
3236,HARQ,0.005,1,50,0,2.3257,0.8,687.965
3237,HARQ,0.005,1,50,2,2.3849,0.769231,670.888
3238,HARQ,0.005,1,50,0,2.3078,0.8,693.301
3239,HARQ,0.005,1,50,0,2.2698,0.8,704.908
3240,HARQ,0.005,1,50,1,2.4543,0.784314,651.917
3241,HARQ,0.005,1,50,1,2.3214,0.784314,689.239
3242,HARQ,0.005,1,50,0,2.2998,0.8,695.713
3243,HARQ,0.005,1,50,0,2.4108,0.8,663.68
3244,HARQ,0.005,1,50,1,2.3658,0.784314,676.304
3245,HARQ,0.005,1,50,0,2.2819,0.8,701.17
3246,HARQ,0.005,1,50,0,2.2996,0.8,695.773
3247,HARQ,0.005,1,50,1,2.4629,0.784314,649.641
3248,HARQ,0.005,1,50,0,2.3341,0.8,685.489
3249,HARQ,0.005,1,50,0,2.3087,0.8,693.031
3250,HARQ,0.005,1,50,1,2.3297,0.784314,686.784
3251,HARQ,0.005,1,50,1,2.6036,0.784314,614.534
3252,HARQ,0.005,1,50,1,2.4017,0.784314,666.195
3253,HARQ,0.005,1,50,0,2.3326,0.8,685.93
3254,HARQ,0.005,1,50,0,2.292,0.8,698.08
3255,HARQ,0.005,1,50,1,2.3536,0.784314,679.81
3256,HARQ,0.005,1,50,0,2.2825,0.8,700.986
3257,HARQ,0.005,1,50,1,2.3451,0.784314,682.274
3258,HARQ,0.005,1,50,1,2.3099,0.784314,692.671
3259,HARQ,0.005,1,50,0,2.3788,0.8,672.608
3260,HARQ,0.005,1,50,0,2.281,0.8,701.447
3261,HARQ,0.005,1,50,0,2.3071,0.8,693.511
3262,HARQ,0.005,1,50,0,2.2968,0.8,696.621
3263,HARQ,0.005,1,50,0,2.5273,0.8,633.087
3264,HARQ,0.005,1,50,1,2.3386,0.784314,684.17
3265,HARQ,0.005,1,50,1,2.3732,0.784314,674.195
3266,HARQ,0.005,1,50,0,2.3695,0.8,675.248
3267,HARQ,0.005,1,50,0,2.3299,0.8,686.725
3268,HARQ,0.005,1,50,0,2.2936,0.8,697.593
3269,HARQ,0.005,1,50,1,2.3658,0.784314,676.304
3270,HARQ,0.005,1,50,1,2.3259,0.784314,687.906
3271,HARQ,0.005,1,50,0,2.4406,0.8,655.576
3272,HARQ,0.005,1,50,0,2.4514,0.8,652.688
3273,HARQ,0.005,1,50,1,2.7637,0.784314,578.934
3274,HARQ,0.005,1,50,0,2.3258,0.8,687.935
3275,HARQ,0.005,1,50,2,2.4518,0.769231,652.582
3276,HARQ,0.005,1,50,0,2.5999,0.8,615.408
3277,HARQ,0.005,1,50,0,2.5092,0.8,637.653
3278,HARQ,0.005,1,50,0,2.458,0.8,650.936
3279,HARQ,0.005,1,50,2,2.6462,0.769231,604.641
3280,HARQ,0.005,1,50,0,2.4412,0.8,655.415
3281,HARQ,0.005,1,50,0,2.3066,0.8,693.662
3282,HARQ,0.005,1,50,0,2.2967,0.8,696.652
3283,HARQ,0.005,1,50,1,2.3889,0.784314,669.764
3284,HARQ,0.005,1,50,0,2.3419,0.8,683.206
3285,HARQ,0.005,1,50,0,2.3411,0.8,683.439
3286,HARQ,0.005,1,50,0,2.2763,0.8,702.895
3287,HARQ,0.005,1,50,1,2.3424,0.784314,683.06
3288,HARQ,0.005,1,50,1,2.3361,0.784314,684.902
3289,HARQ,0.005,1,50,0,2.3419,0.8,683.206
3290,HARQ,0.005,1,50,1,2.3206,0.784314,689.477
3291,HARQ,0.005,1,50,0,2.5175,0.8,635.551
3292,HARQ,0.005,1,50,0,2.3106,0.8,692.461
3293,HARQ,0.005,1,50,0,2.3064,0.8,693.722
3294,HARQ,0.005,1,50,1,2.3482,0.784314,681.373
3295,HARQ,0.005,1,50,1,2.3496,0.784314,680.967
3296,HARQ,0.005,1,50,1,2.3225,0.784314,688.913
3297,HARQ,0.005,1,50,0,2.4004,0.8,666.556
3298,HARQ,0.005,1,50,0,2.2915,0.8,698.233
3299,HARQ,0.005,1,50,0,2.427,0.8,659.25
3300,HARQ,0.005,1,50,0,2.2888,0.8,699.056
3301,HARQ,0.005,1,50,1,2.3346,0.784314,685.342
3302,HARQ,0.005,1,50,0,2.3185,0.8,690.101
3303,HARQ,0.005,1,50,2,2.4368,0.769231,656.599
3304,HARQ,0.005,1,50,2,2.463,0.769231,649.614
3305,HARQ,0.005,1,50,0,2.3184,0.8,690.131
3306,HARQ,0.005,1,50,0,2.2691,0.8,705.125
3307,HARQ,0.005,1,50,0,2.356,0.8,679.117
3308,HARQ,0.005,1,50,1,2.4232,0.784314,660.284
3309,HARQ,0.005,1,50,0,2.3173,0.8,690.459
3310,HARQ,0.005,1,50,0,2.3399,0.8,683.79
3311,HARQ,0.005,1,50,0,2.333,0.8,685.812
3312,HARQ,0.005,1,50,0,2.2667,0.8,705.872
3313,HARQ,0.005,1,50,0,2.3084,0.8,693.121
3314,HARQ,0.005,1,50,0,2.2765,0.8,702.833
3315,HARQ,0.005,1,50,0,2.3252,0.8,688.113
3316,HARQ,0.005,1,50,1,2.328,0.784314,687.285
3317,HARQ,0.005,1,50,0,2.3732,0.8,674.195
3318,HARQ,0.005,1,50,1,2.3192,0.784314,689.893
3319,HARQ,0.005,1,50,2,2.5527,0.769231,626.787
3320,HARQ,0.005,1,50,0,2.3617,0.8,677.478
3321,HARQ,0.005,1,50,0,2.2919,0.8,698.111
3322,HARQ,0.005,1,50,0,2.28,0.8,701.754
3323,HARQ,0.005,1,50,0,2.4812,0.8,644.849
3324,HARQ,0.005,1,50,0,2.4891,0.8,642.803
3325,HARQ,0.005,1,50,0,2.3878,0.8,670.073
3326,HARQ,0.005,1,50,1,2.3398,0.784314,683.819
3327,HARQ,0.005,1,50,1,2.8862,0.784314,554.362
3328,HARQ,0.005,1,50,0,2.3788,0.8,672.608
3329,HARQ,0.005,1,50,1,2.5131,0.784314,636.664
3330,HARQ,0.005,1,50,0,2.6982,0.8,592.988
3331,HARQ,0.005,1,50,0,2.4993,0.8,640.179
3332,HARQ,0.005,1,50,0,2.285,0.8,700.219
3333,HARQ,0.005,1,50,0,2.6766,0.8,597.773
3334,HARQ,0.005,1,50,0,2.3789,0.8,672.58
3335,HARQ,0.005,1,50,0,2.8004,0.8,571.347
3336,HARQ,0.005,1,50,0,2.5705,0.8,622.447
3337,HARQ,0.005,1,50,0,2.4501,0.8,653.035
3338,HARQ,0.005,1,50,0,2.2593,0.8,708.184
3339,HARQ,0.005,1,50,1,2.6784,0.784314,597.372
3340,HARQ,0.005,1,50,0,2.4778,0.8,645.734
3341,HARQ,0.005,1,50,0,2.4029,0.8,665.862
3342,HARQ,0.005,1,50,1,3.3353,0.784314,479.717
3343,HARQ,0.005,1,50,1,2.6101,0.784314,613.003
3344,HARQ,0.005,1,50,2,2.6081,0.769231,613.473
3345,HARQ,0.005,1,50,0,2.7221,0.8,587.781
3346,HARQ,0.005,1,50,0,3.0626,0.8,522.432
3347,HARQ,0.005,1,50,1,2.5025,0.784314,639.361
3348,HARQ,0.005,1,50,0,2.255,0.8,709.534
3349,HARQ,0.005,1,50,0,2.327,0.8,687.581
3350,HARQ,0.005,1,50,0,2.3641,0.8,676.79
3351,HARQ,0.005,1,50,1,2.345,0.784314,682.303
3352,HARQ,0.005,1,50,0,3.2227,0.8,496.478
3353,HARQ,0.005,1,50,0,2.7835,0.8,574.816
3354,HARQ,0.005,1,50,0,2.7295,0.8,586.188
3355,HARQ,0.005,1,50,0,2.344,0.8,682.594
3356,HARQ,0.005,1,50,0,2.3283,0.8,687.197
3357,HARQ,0.005,1,50,0,2.303,0.8,694.746
3358,HARQ,0.005,1,50,0,2.8044,0.8,570.532
3359,HARQ,0.005,1,50,0,2.4867,0.8,643.423
3360,HARQ,0.005,1,50,1,2.6814,0.784314,596.703
3361,HARQ,0.005,1,50,0,2.5525,0.8,626.836
3362,HARQ,0.005,1,50,0,2.2931,0.8,697.745
3363,HARQ,0.005,1,50,0,2.2811,0.8,701.416
3364,HARQ,0.005,1,50,0,3.0511,0.8,524.401
3365,HARQ,0.005,1,50,0,2.6112,0.8,612.745
3366,HARQ,0.005,1,50,0,2.4939,0.8,641.565
3367,HARQ,0.005,1,50,0,2.6843,0.8,596.059
3368,HARQ,0.005,1,50,0,3.0623,0.8,522.483
3369,HARQ,0.005,1,50,0,2.8547,0.8,560.479
3370,HARQ,0.005,1,50,0,3.2567,0.8,491.295
3371,HARQ,0.005,1,50,0,2.4145,0.8,662.663
3372,HARQ,0.005,1,50,0,2.7654,0.8,578.578
3373,HARQ,0.005,1,50,0,2.3127,0.8,691.832
3374,HARQ,0.005,1,50,0,2.2691,0.8,705.125
3375,HARQ,0.005,1,50,0,2.4189,0.8,661.458
3376,HARQ,0.005,1,50,1,2.6961,0.784314,593.45
3377,HARQ,0.005,1,50,1,2.4643,0.784314,649.272
3378,HARQ,0.005,1,50,0,2.5245,0.8,633.789
3379,HARQ,0.005,1,50,0,2.3814,0.8,671.874
3380,HARQ,0.005,1,50,0,2.4141,0.8,662.773
3381,HARQ,0.005,1,50,0,2.4256,0.8,659.631
3382,HARQ,0.005,1,50,0,2.3271,0.8,687.551
3383,HARQ,0.005,1,50,1,2.4337,0.784314,657.435
3384,HARQ,0.005,1,50,0,2.4338,0.8,657.408
3385,HARQ,0.005,1,50,1,2.4405,0.784314,655.603
3386,HARQ,0.005,1,50,0,2.319,0.8,689.953
3387,HARQ,0.005,1,50,0,2.3437,0.8,682.681
3388,HARQ,0.005,1,50,0,2.3155,0.8,690.995
3389,HARQ,0.005,1,50,0,3.6466,0.8,438.765
3390,HARQ,0.005,1,50,1,2.7266,0.784314,586.811
3391,HARQ,0.005,1,50,0,2.6437,0.8,605.212
3392,HARQ,0.005,1,50,0,2.3926,0.8,668.729
3393,HARQ,0.005,1,50,0,2.3734,0.8,674.138
3394,HARQ,0.005,1,50,1,2.3539,0.784314,679.723
3395,HARQ,0.005,1,50,0,3.0639,0.8,522.21
3396,HARQ,0.005,1,50,0,2.5017,0.8,639.565
3397,HARQ,0.005,1,50,0,2.3747,0.8,673.769
3398,HARQ,0.005,1,50,0,2.4463,0.8,654.049
3399,HARQ,0.005,1,50,0,2.3041,0.8,694.414
3400,HARQ,0.005,1,50,1,2.3625,0.784314,677.249
3401,HARQ,0.005,1,50,0,2.5684,0.8,622.956
3402,HARQ,0.005,1,50,0,2.6649,0.8,600.398
3403,HARQ,0.005,1,50,1,2.3633,0.784314,677.019
3404,HARQ,0.005,1,50,2,2.4575,0.769231,651.068
3405,HARQ,0.005,1,50,0,2.4145,0.8,662.663
3406,HARQ,0.005,1,50,1,2.5644,0.784314,623.928
3407,HARQ,0.005,1,50,0,2.2705,0.8,704.691
3408,HARQ,0.005,1,50,0,3.0923,0.8,517.414
3409,HARQ,0.005,1,50,0,2.4992,0.8,640.205
3410,HARQ,0.005,1,50,0,2.4426,0.8,655.04
3411,HARQ,0.005,1,50,0,2.3559,0.8,679.146
3412,HARQ,0.005,1,50,0,2.2783,0.8,702.278
3413,HARQ,0.005,1,50,0,2.2694,0.8,705.032
3414,HARQ,0.005,1,50,1,2.8015,0.784314,571.123
3415,HARQ,0.005,1,50,1,2.4966,0.784314,640.872
3416,HARQ,0.005,1,50,0,2.3155,0.8,690.995
3417,HARQ,0.005,1,50,1,2.5101,0.784314,637.425
3418,HARQ,0.005,1,50,1,2.3531,0.784314,679.954
3419,HARQ,0.005,1,50,0,2.3036,0.8,694.565
3420,HARQ,0.005,1,50,1,2.3315,0.784314,686.253
3421,HARQ,0.005,1,50,0,2.8335,0.8,564.673
3422,HARQ,0.005,1,50,1,2.3919,0.784314,668.924
3423,HARQ,0.005,1,50,0,2.3609,0.8,677.708
3424,HARQ,0.005,1,50,1,2.3078,0.784314,693.301
3425,HARQ,0.005,1,50,0,2.3276,0.8,687.403
3426,HARQ,0.005,1,50,0,2.264,0.8,706.714
3427,HARQ,0.005,1,50,0,2.2863,0.8,699.821
3428,HARQ,0.005,1,50,0,2.9903,0.8,535.063
3429,HARQ,0.005,1,50,1,2.5455,0.784314,628.56
3430,HARQ,0.005,1,50,0,2.314,0.8,691.443
3431,HARQ,0.005,1,50,0,2.3776,0.8,672.948
3432,HARQ,0.005,1,50,0,2.3654,0.8,676.418
3433,HARQ,0.005,1,50,0,2.3387,0.8,684.141
3434,HARQ,0.005,1,50,0,2.5677,0.8,623.126
3435,HARQ,0.005,1,50,0,2.3639,0.8,676.848
3436,HARQ,0.005,1,50,1,2.4089,0.784314,664.204
3437,HARQ,0.005,1,50,1,2.3367,0.784314,684.726
3438,HARQ,0.005,1,50,0,2.3572,0.8,678.771
3439,HARQ,0.005,1,50,0,2.3206,0.8,689.477
3440,HARQ,0.005,1,50,1,2.4068,0.784314,664.783
3441,HARQ,0.005,1,50,0,3.0427,0.8,525.849
3442,HARQ,0.005,1,50,0,2.4633,0.8,649.535
3443,HARQ,0.005,1,50,1,2.5455,0.784314,628.56
3444,HARQ,0.005,1,50,0,2.5359,0.8,630.94
3445,HARQ,0.005,1,50,0,2.2878,0.8,699.362
3446,HARQ,0.005,1,50,0,2.3876,0.8,670.129
3447,HARQ,0.005,1,50,0,3.6803,0.8,434.747
3448,HARQ,0.005,1,50,0,2.5037,0.8,639.054
3449,HARQ,0.005,1,50,0,2.3539,0.8,679.723
3450,HARQ,0.005,1,50,1,2.6472,0.784314,604.412
3451,HARQ,0.005,1,50,0,2.3157,0.8,690.936
3452,HARQ,0.005,1,50,0,2.4826,0.8,644.486
3453,HARQ,0.005,1,50,1,3.1559,0.784314,506.987
3454,HARQ,0.005,1,50,2,2.9009,0.769231,551.553
3455,HARQ,0.005,1,50,0,2.3121,0.8,692.012
3456,HARQ,0.005,1,50,0,2.4232,0.8,660.284
3457,HARQ,0.005,1,50,0,2.3819,0.8,671.733
3458,HARQ,0.005,1,50,0,2.342,0.8,683.177
3459,HARQ,0.005,1,50,0,2.9352,0.8,545.108
3460,HARQ,0.005,1,50,0,3.1233,0.8,512.279
3461,HARQ,0.005,1,50,0,2.3534,0.8,679.867
3462,HARQ,0.005,1,50,0,2.3073,0.8,693.451
3463,HARQ,0.005,1,50,0,2.3189,0.8,689.982
3464,HARQ,0.005,1,50,0,2.3902,0.8,669.4
3465,HARQ,0.005,1,50,0,2.4638,0.8,649.403
3466,HARQ,0.005,1,50,0,3.3116,0.8,483.15
3467,HARQ,0.005,1,50,0,2.7582,0.8,580.088
3468,HARQ,0.005,1,50,0,2.3048,0.8,694.203
3469,HARQ,0.005,1,50,0,2.423,0.8,660.338
3470,HARQ,0.005,1,50,0,2.2779,0.8,702.401
3471,HARQ,0.005,1,50,0,2.619,0.8,610.92
3472,HARQ,0.005,1,50,0,2.6489,0.8,604.024
3473,HARQ,0.005,1,50,1,2.5605,0.784314,624.878
3474,HARQ,0.005,1,50,0,2.3375,0.8,684.492
3475,HARQ,0.005,1,50,0,2.6804,0.8,596.926
3476,HARQ,0.005,1,50,1,2.3325,0.784314,685.959
3477,HARQ,0.005,1,50,0,2.3671,0.8,675.933
3478,HARQ,0.005,1,50,0,3.4486,0.8,463.956
3479,HARQ,0.005,1,50,0,2.3854,0.8,670.747
3480,HARQ,0.005,1,50,1,2.4035,0.784314,665.696
3481,HARQ,0.005,1,50,0,2.3741,0.8,673.94
3482,HARQ,0.005,1,50,1,2.3818,0.784314,671.761
3483,HARQ,0.005,1,50,1,3.2281,0.784314,495.648
3484,HARQ,0.005,1,50,0,3.1059,0.8,515.149
3485,HARQ,0.005,1,50,0,2.4265,0.8,659.386
3486,HARQ,0.005,1,50,0,2.4075,0.8,664.59
3487,HARQ,0.005,1,50,1,2.5055,0.784314,638.595
3488,HARQ,0.005,1,50,0,2.648,0.8,604.23
3489,HARQ,0.005,1,50,0,2.3508,0.8,680.619
3490,HARQ,0.005,1,50,0,2.5358,0.8,630.965
3491,HARQ,0.005,1,50,0,2.448,0.8,653.595
3492,HARQ,0.005,1,50,0,2.3953,0.8,667.975
3493,HARQ,0.005,1,50,0,2.5179,0.8,635.45
3494,HARQ,0.005,1,50,1,2.3807,0.784314,672.071
3495,HARQ,0.005,1,50,1,2.3913,0.784314,669.092
3496,HARQ,0.005,1,50,3,2.4801,0.754717,645.135
3497,HARQ,0.005,1,50,0,3.0296,0.8,528.123
3498,HARQ,0.005,1,50,0,2.3825,0.8,671.563
3499,HARQ,0.005,1,50,0,2.5029,0.8,639.258
3500,HARQ,0.005,1,50,0,2.312,0.8,692.042
3501,HARQ,0.005,1,50,1,2.6116,0.784314,612.651
3502,HARQ,0.005,1,50,0,2.3443,0.8,682.507
3503,HARQ,0.005,1,50,0,2.4597,0.8,650.486
3504,HARQ,0.005,1,50,0,2.3792,0.8,672.495
3505,HARQ,0.005,1,50,0,2.5301,0.8,632.386
3506,HARQ,0.005,1,50,0,2.3728,0.8,674.309
3507,HARQ,0.005,1,50,1,2.3154,0.784314,691.025
3508,HARQ,0.005,1,50,0,2.2751,0.8,703.266
3509,HARQ,0.005,1,50,0,2.4757,0.8,646.282
3510,HARQ,0.005,1,50,0,2.5165,0.8,635.804
3511,HARQ,0.005,1,50,0,2.3121,0.8,692.012
3512,HARQ,0.005,1,50,1,2.3257,0.784314,687.965
3513,HARQ,0.005,1,50,0,2.5409,0.8,629.698
3514,HARQ,0.005,1,50,1,2.3076,0.784314,693.361
3515,HARQ,0.005,1,50,0,2.3298,0.8,686.754
3516,HARQ,0.005,1,50,0,2.2846,0.8,700.341
3517,HARQ,0.005,1,50,2,3.0088,0.769231,531.773
3518,HARQ,0.005,1,50,2,2.3767,0.769231,673.202
3519,HARQ,0.005,1,50,0,2.3707,0.8,674.906
3520,HARQ,0.005,1,50,0,2.4004,0.8,666.556
3521,HARQ,0.005,1,50,1,2.4387,0.784314,656.087
3522,HARQ,0.005,1,50,0,2.2944,0.8,697.35
3523,HARQ,0.005,1,50,0,2.6003,0.8,615.314
3524,HARQ,0.005,1,50,0,2.3368,0.8,684.697
3525,HARQ,0.005,1,50,1,2.4733,0.784314,646.909
3526,HARQ,0.005,1,50,0,3.1151,0.8,513.627
3527,HARQ,0.005,1,50,0,2.272,0.8,704.225
3528,HARQ,0.005,1,50,0,2.3295,0.8,686.843
3529,HARQ,0.005,1,50,0,2.3734,0.8,674.138
3530,HARQ,0.005,1,50,0,2.5324,0.8,631.812
3531,HARQ,0.005,1,50,1,2.4628,0.784314,649.667
3532,HARQ,0.005,1,50,0,2.4201,0.8,661.13
3533,HARQ,0.005,1,50,0,2.2792,0.8,702.001
3534,HARQ,0.005,1,50,0,2.3095,0.8,692.791
3535,HARQ,0.005,1,50,1,2.3339,0.784314,685.548
3536,HARQ,0.005,1,50,0,2.679,0.8,597.238
3537,HARQ,0.005,1,50,0,2.4264,0.8,659.413
3538,HARQ,0.005,1,50,0,2.666,0.8,600.15
3539,HARQ,0.005,1,50,0,2.2627,0.8,707.12
3540,HARQ,0.005,1,50,1,2.4109,0.784314,663.653
3541,HARQ,0.005,1,50,0,2.3518,0.8,680.33
3542,HARQ,0.005,1,50,0,2.4896,0.8,642.674
3543,HARQ,0.005,1,50,0,2.7355,0.8,584.902
3544,HARQ,0.005,1,50,2,2.3716,0.769231,674.65
3545,HARQ,0.005,1,50,0,2.2813,0.8,701.354
3546,HARQ,0.005,1,50,0,2.297,0.8,696.561
3547,HARQ,0.005,1,50,0,2.2799,0.8,701.785
3548,HARQ,0.005,1,50,3,2.5646,0.754717,623.879
3549,HARQ,0.005,1,50,0,2.6682,0.8,599.655
3550,HARQ,0.005,1,50,2,3.185,0.769231,502.355
3551,HARQ,0.005,1,50,1,2.3492,0.784314,681.083
3552,HARQ,0.005,1,50,0,2.2733,0.8,703.823
3553,HARQ,0.005,1,50,0,2.2763,0.8,702.895
3554,HARQ,0.005,1,50,0,2.4972,0.8,640.718
3555,HARQ,0.005,1,50,0,2.3269,0.8,687.61
3556,HARQ,0.005,1,50,1,3.1407,0.784314,509.441
3557,HARQ,0.005,1,50,0,2.317,0.8,690.548
3558,HARQ,0.005,1,50,0,2.3113,0.8,692.251
3559,HARQ,0.005,1,50,1,2.4191,0.784314,661.403
3560,HARQ,0.005,1,50,1,2.3645,0.784314,676.676
3561,HARQ,0.005,1,50,0,2.2811,0.8,701.416
3562,HARQ,0.005,1,50,0,2.7112,0.8,590.145
3563,HARQ,0.005,1,50,0,2.334,0.8,685.518
3564,HARQ,0.005,1,50,0,2.2841,0.8,700.495
3565,HARQ,0.005,1,50,1,2.5219,0.784314,634.442
3566,HARQ,0.005,1,50,1,2.3192,0.784314,689.893
3567,HARQ,0.005,1,50,0,2.2843,0.8,700.433
3568,HARQ,0.005,1,50,0,2.573,0.8,621.842
3569,HARQ,0.005,1,50,1,2.7745,0.784314,576.68
3570,HARQ,0.005,1,50,0,2.4268,0.8,659.304
3571,HARQ,0.005,1,50,0,2.3397,0.8,683.848
3572,HARQ,0.005,1,50,1,2.319,0.784314,689.953
3573,HARQ,0.005,1,50,0,2.2783,0.8,702.278
3574,HARQ,0.005,1,50,0,2.356,0.8,679.117
3575,HARQ,0.005,1,50,0,2.593,0.8,617.046
3576,HARQ,0.005,1,50,0,2.8371,0.8,563.956
3577,HARQ,0.005,1,50,0,2.2783,0.8,702.278
3578,HARQ,0.005,1,50,0,2.2967,0.8,696.652
3579,HARQ,0.005,1,50,0,2.3109,0.8,692.371
3580,HARQ,0.005,1,50,0,2.4319,0.8,657.922
3581,HARQ,0.005,1,50,0,2.4214,0.8,660.775
3582,HARQ,0.005,1,50,1,2.6489,0.784314,604.024
3583,HARQ,0.005,1,50,1,2.5051,0.784314,638.697
3584,HARQ,0.005,1,50,0,2.299,0.8,695.955
3585,HARQ,0.005,1,50,1,2.3648,0.784314,676.59
3586,HARQ,0.005,1,50,1,2.3833,0.784314,671.338
3587,HARQ,0.005,1,50,0,2.5377,0.8,630.492
3588,HARQ,0.005,1,50,1,2.3333,0.784314,685.724
3589,HARQ,0.005,1,50,0,2.5114,0.8,637.095
3590,HARQ,0.005,1,50,0,2.2818,0.8,701.201
3591,HARQ,0.005,1,50,0,2.3221,0.8,689.031
3592,HARQ,0.005,1,50,0,2.3443,0.8,682.507
3593,HARQ,0.005,1,50,0,2.3034,0.8,694.625
3594,HARQ,0.005,1,50,0,2.2773,0.8,702.586
3595,HARQ,0.005,1,50,0,2.5003,0.8,639.923
3596,HARQ,0.005,1,50,0,2.5527,0.8,626.787
3597,HARQ,0.005,1,50,1,2.3594,0.784314,678.139
3598,HARQ,0.005,1,50,0,2.2753,0.8,703.204
3599,HARQ,0.005,1,50,0,2.491,0.8,642.312
3600,HARQ,0.005,1,50,0,2.3989,0.8,666.972
3601,HARQ,0.005,1,50,0,2.3285,0.8,687.138
3602,HARQ,0.005,1,50,0,2.578,0.8,620.636
3603,HARQ,0.005,1,50,1,2.4376,0.784314,656.383
3604,HARQ,0.005,1,50,0,2.5781,0.8,620.612
3605,HARQ,0.005,1,50,0,2.3487,0.8,681.228
3606,HARQ,0.005,1,50,0,2.2644,0.8,706.589
3607,HARQ,0.005,1,50,0,2.3147,0.8,691.234
3608,HARQ,0.005,1,50,0,2.27,0.8,704.846
3609,HARQ,0.005,1,50,0,2.6281,0.8,608.805
3610,HARQ,0.005,1,50,1,2.3231,0.784314,688.735
3611,HARQ,0.005,1,50,0,2.4369,0.8,656.572
3612,HARQ,0.005,1,50,1,2.4043,0.784314,665.474
3613,HARQ,0.005,1,50,1,2.3202,0.784314,689.596
3614,HARQ,0.005,1,50,0,2.2693,0.8,705.063
3615,HARQ,0.005,1,50,1,2.4337,0.784314,657.435
3616,HARQ,0.005,1,50,0,2.4709,0.8,647.537
3617,HARQ,0.005,1,50,0,2.3086,0.8,693.061
3618,HARQ,0.005,1,50,1,2.4909,0.784314,642.338
3619,HARQ,0.005,1,50,0,2.329,0.8,686.99
3620,HARQ,0.005,1,50,0,2.275,0.8,703.297
3621,HARQ,0.005,1,50,0,2.2843,0.8,700.433
3622,HARQ,0.005,1,50,1,2.7429,0.784314,583.324
